WKT,nama,deskripsi
"GEOMETRYCOLLECTION (POLYGON ((106.8078039 -6.1014991, 106.7762182 -6.1212986, 106.7839113 -6.1284979, 106.8078039 -6.1014991)), POLYGON ((106.7839113 -6.1284979, 106.7322729 -6.1868367, 106.7556189 -6.2339372, 106.7707251 -6.2878586, 106.8215368 -6.2967313, 106.881275 -6.3049212, 106.9197272 -6.3110636, 106.9581793 -6.2974138, 106.9602392 -6.2605573, 106.9437597 -6.2004894, 106.93552 -6.1363185, 106.9245337 -6.1062783, 106.8943213 -6.1062783, 106.8970679 -6.130174, 106.8647955 -6.1219813, 106.7878912 -6.1322222, 106.7839113 -6.1284979)))",dki jakarta,
