WKT,nama,deskripsi
"POLYGON ((106.7477597 -6.3621412, 106.7453564 -6.3846604, 106.7415799 -6.4082022, 106.7360867 -6.4317429, 106.7340268 -6.4498242, 106.7628659 -6.4477773, 106.7889584 -6.4488007, 106.7875851 -6.4406131, 106.8040646 -6.4430011, 106.835307 -6.4419777, 106.8349636 -6.4334487, 106.855563 -6.4354957, 106.8576229 -6.4450481, 106.8940152 -6.4344722, 106.8960751 -6.3996727, 106.8754757 -6.3853428, 106.8329037 -6.3795425, 106.802348 -6.3679417, 106.8919552 -6.3846604, 106.8905819 -6.3587291, 106.7889584 -6.3508812, 106.7886151 -6.3628236, 106.7477597 -6.3621412))",Depok,
