WKT,nama,deskripsi
"POLYGON ((110.0013639 -7.8758136, 110.1881315 -7.9547057, 110.3323271 -8.0199841, 110.5616667 -8.1219608, 110.6989958 -8.1749784, 110.8349516 -8.1953679, 110.8184721 -8.1409935, 110.7937528 -8.1532284, 110.7882597 -8.1165226, 110.7594206 -8.0349423, 110.7690336 -7.9533456, 110.7882597 -7.8717326, 110.7759001 -7.8077912, 110.7635404 -7.8227571, 110.7154753 -7.8023489, 110.6523039 -7.795546, 110.5863859 -7.8159545, 110.5863859 -7.7873823, 110.5451872 -7.7873823, 110.4930021 -7.749283, 110.4421903 -7.5423987, 110.3076078 -7.6431313, 110.2746488 -7.7098195, 110.2416899 -7.6526588, 110.1428129 -7.6472145, 110.12908 -7.6757962, 110.1249601 -7.7533653, 110.063162 -7.8186755, 110.0343229 -7.8894168, 110.0013639 -7.8758136))",yogyakarta,
